nume_actiune, timestamp
inregistrare,2019-06-02 18:16:03.005
nume_actiune, timestamp
inregistrare,2019-06-02 18:20:13.807
nume_actiune, timestamp
inregistrare,2019-06-02 18:34:00.23
nume_actiune, timestamp
inregistrare,2019-06-02 20:15:52.28
